,Intensidad,Magnitud,GAP
4623,2.0,2.97,128.0
4624,2.0,2.8,128.0
4625,2.0,4.11,120.0
4626,2.0,2.8,120.0
4627,2.0,3.3,112.0
4628,2.0,2.5,112.0
4629,2.0,2.82,112.0
4630,2.0,3.24,104.0
4631,2.0,2.53,104.0
4632,2.0,2.67,104.0
4633,2.0,3.3,104.0
4634,2.0,3.3,103.0
4635,2.0,3.4,87.0
4636,2.0,3.0,87.0
4637,2.0,2.64,71.0
4638,2.0,3.1,52.25
4639,2.0,2.93,129.0
4640,2.0,2.64,129.0
4641,2.0,2.66,129.0
4642,2.0,2.78,129.0
4643,2.0,3.1,129.0
4644,2.0,2.94,137.0
4645,2.0,2.84,137.0
4646,2.0,2.99,137.0
4647,2.0,2.5,137.0
4648,2.0,2.64,145.0
4649,2.0,3.06,145.0
4650,2.0,2.8,145.0
4651,2.0,2.98,153.0
4652,2.0,2.64,153.0
4653,2.0,2.79,161.0
4654,2.0,3.29,169.0
4655,2.0,4.5,169.0
4656,2.0,2.83,169.0
4657,2.0,2.91,177.0
4658,2.0,4.2,177.0
4659,2.0,4.3,175.0
4660,2.0,2.59,175.0
4661,2.0,4.0,175.0
4662,2.0,4.1,175.0
4663,2.0,4.1,175.0
4664,2.0,2.61,167.0
4665,2.0,3.3,167.0
4666,2.0,2.8,167.0
4667,2.0,2.73,167.0
4668,2.0,4.6,167.0
4669,2.0,2.64,159.0
4670,2.0,3.15,151.0
4671,2.0,2.62,151.0
4672,2.0,2.55,151.0
4673,2.0,2.74,143.0
4674,2.0,2.64,143.0
4675,2.0,3.8,143.0
4676,2.0,3.1,143.0
4677,2.0,2.57,135.0
4678,2.0,2.54,127.0
4679,2.0,2.92,127.0
4680,2.0,3.34,119.0
4681,2.0,2.75,119.0
4682,2.0,2.74,119.0
4683,2.0,2.92,119.0
4684,2.0,2.9,111.0
4685,2.0,2.64,111.0
4686,2.0,3.08,102.0
4687,2.0,3.32,102.0
4688,2.0,3.0,102.0
4689,2.0,2.51,102.0
4690,2.0,3.3,102.0
4691,2.0,3.2,86.0
4692,2.0,2.85,70.0
4693,2.0,2.74,54.0
4694,2.0,3.26,101.0
4695,2.0,2.9,101.0
4696,2.0,3.7,85.0
4697,2.0,2.82,85.0
4698,2.0,2.61,53.0
4699,2.0,3.17,53.0
4700,2.0,2.9,56.5
4701,2.0,2.9,65.0
4702,2.0,2.57,65.0
4703,2.0,2.57,65.0
4704,2.0,2.9,65.0
4705,2.0,2.73,65.0
4706,2.0,2.6,65.0
4707,2.0,2.6,65.0
4708,2.0,2.52,65.0
4709,2.0,2.5,65.0
4710,2.0,2.6,65.0
4711,2.0,2.9,65.0
4712,2.0,2.9,65.0
4713,2.0,3.3,65.0
4714,2.0,2.6,65.0
4715,2.0,2.56,65.0
4716,2.0,2.6,65.0
4717,2.0,2.68,65.0
4718,2.0,3.38,65.0
4719,2.0,3.56,65.0
4720,2.0,2.78,65.0
4721,2.0,2.89,65.0
4722,2.0,2.7,65.0
4723,2.0,2.5,65.0
4724,2.0,2.8,65.0
4725,2.0,2.7,65.0
4726,2.0,2.6,65.0
4727,2.0,3.6,69.0
4728,2.0,3.7,69.0
4729,2.0,2.78,69.0
4730,2.0,2.9,69.0
4731,2.0,2.88,69.0
4732,2.0,2.84,69.0
4733,2.0,2.91,69.0
4734,2.0,2.8,69.0
4735,2.0,5.8,69.0
4736,2.0,2.7,69.0
4737,2.0,3.45,69.0
4738,2.0,2.61,69.0
4739,2.0,2.63,69.0
4740,2.0,3.0,69.0
4741,2.0,2.89,69.0
4742,2.0,2.6,69.0
4743,2.0,3.2,69.0
4744,2.0,3.04,69.0
4745,2.0,2.84,69.0
4746,2.0,2.92,69.0
4747,2.0,4.1,69.0
4748,2.0,2.84,69.0
4749,2.0,2.83,69.0
4750,2.0,2.76,69.0
4751,2.0,3.0,69.0
4752,2.0,2.67,73.0
4753,2.0,2.71,73.0
4754,2.0,2.78,73.0
4755,2.0,2.7,73.0
4756,2.0,2.7,73.0
4757,2.0,2.7,73.0
4758,2.0,2.9,73.0
4759,2.0,2.5,73.0
4760,2.0,3.1,73.0
4761,2.0,2.75,73.0
4762,2.0,2.52,73.0
4763,2.0,2.84,73.0
4764,2.0,3.57,73.0
4765,2.0,3.26,73.0
4766,2.0,3.03,73.0
4767,2.0,3.25,73.0
4768,2.0,3.33,73.0
4769,2.0,3.53,73.0
4770,2.0,2.56,73.0
4771,2.0,3.16,73.0
4772,2.0,2.56,73.0
4773,2.0,2.86,73.0
4774,2.0,2.5,73.0
4775,2.0,2.5,73.0
4776,2.0,2.93,73.0
4777,2.0,2.95,73.0
4778,2.0,2.7,73.0
4779,2.0,2.89,77.0
4780,2.0,3.3,77.0
4781,2.0,2.55,77.0
4782,2.0,2.55,77.0
4783,2.0,2.71,77.0
4784,2.0,3.0,77.0
4785,2.0,3.04,77.0
4786,2.0,3.52,77.0
4787,2.0,2.77,77.0
4788,2.0,2.81,77.0
4789,2.0,4.9,77.0
4790,2.0,3.21,77.0
4791,2.0,2.99,77.0
4792,2.0,3.1,77.0
4793,2.0,2.6,77.0
4794,2.0,2.98,81.0
4795,2.0,2.88,81.0
4796,2.0,2.9,81.0
4797,2.0,2.86,81.0
4798,2.0,2.85,81.0
4799,2.0,3.2,81.0
4800,2.0,2.96,81.0
4801,2.0,3.0,81.0
4802,2.0,2.6,81.0
4803,2.0,3.0,81.0
4804,2.0,3.08,81.0
4805,2.0,2.69,81.0
4806,2.0,3.79,81.0
4807,2.0,3.29,81.0
4808,2.0,2.57,81.0
4809,2.0,2.76,81.0
4810,2.0,5.1,81.0
4811,2.0,2.9,81.0
4812,2.0,3.17,81.0
4813,2.0,2.52,85.0
4814,2.0,2.61,85.0
4815,2.0,3.0,85.0
4816,2.0,2.61,85.0
4817,2.0,2.9,85.0
4818,2.0,2.68,85.0
4819,2.0,2.59,85.0
4820,2.0,2.5,85.0
4821,2.0,2.68,89.0
4822,2.0,3.09,89.0
4823,2.0,2.8,89.0
4824,2.0,2.71,89.0
4825,2.0,2.59,89.0
4826,2.0,3.49,89.0
4827,2.0,2.5,89.0
4828,2.0,2.89,89.0
4829,2.0,2.75,93.0
4830,2.0,2.58,93.0
4831,2.0,2.6,97.0
4832,2.0,2.6,97.0
4833,2.0,2.74,97.0
4834,2.0,2.97,97.0
4835,2.0,2.6,97.0
4836,2.0,2.5,97.0
4837,2.0,2.7,97.0
4838,2.0,2.57,97.0
4839,2.0,2.7,97.0
4840,2.0,2.8,97.0
4841,2.0,2.71,97.0
4842,2.0,2.7,101.0
4843,2.0,2.69,101.0
4844,2.0,2.74,101.0
4845,2.0,3.0,101.0
4846,2.0,2.61,101.0
4847,2.0,2.9,101.0
4848,2.0,2.52,105.0
4849,2.0,2.99,105.0
4850,2.0,2.87,105.0
4851,2.0,2.89,105.0
4852,2.0,3.33,105.0
4853,2.0,2.98,105.0
4854,2.0,2.7,105.0
4855,2.0,2.99,105.0
4856,2.0,2.52,109.0
4857,2.0,2.64,109.0
4858,2.0,2.58,109.0
4859,2.0,2.62,109.0
4860,2.0,2.84,109.0
4861,2.0,2.8,109.0
4862,2.0,2.6,109.0
4863,2.0,3.1,109.0
4864,2.0,3.13,113.0
4865,2.0,2.98,113.0
4866,2.0,2.8,113.0
4867,2.0,3.14,117.0
4868,2.0,3.17,117.0
4869,2.0,2.7,117.0
4870,2.0,2.62,117.0
4871,2.0,2.9,117.0
4872,2.0,2.54,117.0
4873,2.0,2.63,117.0
4874,2.0,2.7,121.0
4875,2.0,3.06,121.0
4876,2.0,2.7,121.0
4877,2.0,2.87,121.0
4878,2.0,2.72,121.0
4879,2.0,3.2,121.0
4880,2.0,2.6,121.0
4881,2.0,2.8,125.0
4882,2.0,2.58,125.0
4883,2.0,2.6,125.0
4884,2.0,3.79,125.0
4885,2.0,4.7,130.0
4886,2.0,2.94,130.0
4887,2.0,2.9,130.0
4888,2.0,2.63,130.0
4889,2.0,2.68,138.0
4890,2.0,2.59,138.0
4891,2.0,2.5,138.0
4892,2.0,3.64,138.0
4893,2.0,2.52,138.0
4894,2.0,2.8,138.0
4895,2.0,2.52,146.0
4896,2.0,3.07,146.0
4897,2.0,2.61,146.0
4898,2.0,4.1,146.0
4899,2.0,2.5,146.0
4900,2.0,4.3,146.0
4901,2.0,4.7,146.0
4902,2.0,2.87,154.0
4903,2.0,2.51,154.0
4904,2.0,2.99,154.0
4905,2.0,2.6,154.0
4906,2.0,3.8,162.0
4907,2.0,3.09,162.0
4908,2.0,3.15,170.0
4909,2.0,5.4,170.0
4910,2.0,4.3,170.0
4911,2.0,3.13,178.0
4912,2.0,2.9,178.0
4913,2.0,3.32,178.0
4914,2.0,2.62,174.0
4915,2.0,2.86,174.0
4916,2.0,3.4,174.0
4917,2.0,3.1,174.0
4918,2.0,2.67,174.0
4919,2.0,3.64,166.0
4920,2.0,2.6,166.0
4921,2.0,2.78,166.0
4922,2.0,3.21,158.0
4923,2.0,3.2,158.0
4924,2.0,3.5,158.0
4925,2.0,2.71,158.0
4926,2.0,3.12,158.0
4927,2.0,3.4,158.0
4928,2.0,3.51,150.0
4929,2.0,4.0,142.0
4930,2.0,3.5,142.0
4931,2.0,2.55,134.0
4932,2.0,2.51,134.0
4933,2.0,2.63,126.0
4934,2.0,2.79,118.0
4935,2.0,2.64,118.0
4936,2.0,2.94,118.0
4937,2.0,2.65,118.0
4938,2.0,3.46,110.0
4939,2.0,3.11,110.0
4940,2.0,3.64,110.0
4941,2.0,3.05,110.0
4942,2.0,2.88,110.0
4943,2.0,2.98,110.0
4944,2.0,2.68,110.0
4945,2.0,3.58,100.0
4946,2.0,2.76,100.0
4947,2.0,2.71,84.0
4948,2.0,2.77,36.0
4949,2.0,2.52,99.0
4950,2.0,2.5,99.0
4951,2.0,2.86,83.0
4952,2.0,3.0,83.0
4953,2.0,2.98,67.0
4954,2.0,2.77,67.0
4955,2.0,2.98,35.0
4956,2.0,3.04,131.0
4957,2.0,2.93,131.0
4958,2.0,2.91,139.0
4959,2.0,2.83,139.0
4960,2.0,4.8,139.0
4961,2.0,4.4,139.0
4962,2.0,2.9,139.0
4963,2.0,2.9,147.0
4964,2.0,3.8,155.0
4965,2.0,2.74,155.0
4966,2.0,2.87,155.0
4967,2.0,2.5,155.0
4968,2.0,2.67,155.0
4969,2.0,4.3,155.0
4970,2.0,2.61,171.0
4971,2.0,3.04,171.0
4972,2.0,2.64,179.0
4973,2.0,3.1,179.0
4974,2.0,2.73,179.0
4975,2.0,4.6,179.0
4976,2.0,2.97,179.0
4977,2.0,3.36,179.0
4978,2.0,3.4,173.0
4979,2.0,2.8,173.0
4980,2.0,2.87,165.0
4981,2.0,3.7,165.0
4982,2.0,2.73,165.0
4983,2.0,2.65,157.0
4984,2.0,3.9,157.0
4985,2.0,3.12,141.0
4986,2.0,3.08,133.0
4987,2.0,3.1,133.0
4988,2.0,3.6,125.0
4989,2.0,3.1,117.0
4990,2.0,3.2,117.0
4991,2.0,2.53,117.0
4992,2.0,2.6,109.0
4993,2.0,2.69,109.0
4994,2.0,2.62,109.0
4995,2.0,2.53,98.0
4996,2.0,3.35,66.0
4997,2.0,3.4,113.75
4998,2.0,2.81,65.0
4999,2.0,2.79,49.0
5000,2.0,3.1,33.0
5001,2.0,3.01,33.0
5002,2.0,2.54,33.0
5003,2.0,2.67,33.0
5004,2.0,2.95,33.0
5005,2.0,2.72,33.0
5006,2.0,2.6,33.0
5007,2.0,2.5,33.0
5008,2.0,2.7,33.0
5009,2.0,3.33,33.0
5010,2.0,2.74,33.0
5011,2.0,2.86,33.0
5012,2.0,2.72,33.0
5013,2.0,3.06,33.0
5014,2.0,2.9,33.0
5015,2.0,3.3,33.0
5016,2.0,2.7,33.0
5017,2.0,2.5,33.0
5018,2.0,2.71,35.0
5019,2.0,2.91,35.0
5020,2.0,3.29,35.0
5021,2.0,3.6,35.0
5022,2.0,2.52,35.0
5023,2.0,2.51,35.0
5024,2.0,2.53,35.0
5025,2.0,3.45,35.0
5026,2.0,3.21,35.0
5027,2.0,2.51,35.0
5028,2.0,2.6,35.0
5029,2.0,2.73,35.0
5030,2.0,2.9,35.0
5031,2.0,3.13,35.0
5032,2.0,3.01,35.0
5033,2.0,3.32,35.0
5034,2.0,3.27,35.0
5035,2.0,2.7,35.0
5036,2.0,3.39,35.0
5037,2.0,2.69,35.0
5038,2.0,2.76,35.0
5039,2.0,3.2,35.0
5040,2.0,2.8,35.0
5041,2.0,2.92,35.0
5042,2.0,2.76,35.0
5043,2.0,2.87,35.0
5044,2.0,2.67,35.0
5045,2.0,3.21,35.0
5046,2.0,3.29,35.0
5047,2.0,2.58,35.0
5048,2.0,2.5,35.0
5049,2.0,3.0,35.0
5050,2.0,2.5,35.0
5051,2.0,2.7,35.0
5052,2.0,2.7,35.0
5053,2.0,2.8,35.0
5054,2.0,2.8,37.0
5055,2.0,2.81,37.0
5056,2.0,2.75,37.0
5057,2.0,2.9,37.0
5058,2.0,2.91,37.0
5059,2.0,2.63,37.0
5060,2.0,2.73,37.0
5061,2.0,2.54,37.0
5062,2.0,2.66,37.0
5063,2.0,3.61,37.0
5064,2.0,2.78,37.0
5065,2.0,2.73,37.0
5066,2.0,3.27,37.0
5067,2.0,2.62,37.0
5068,2.0,3.02,37.0
5069,2.0,2.87,37.0
5070,2.0,2.77,37.0
5071,2.0,2.54,37.0
5072,2.0,2.64,37.0
5073,2.0,3.13,37.0
5074,2.0,2.62,37.0
5075,2.0,3.35,37.0
5076,2.0,2.93,37.0
5077,2.0,2.85,37.0
5078,2.0,3.13,37.0
5079,2.0,2.81,37.0
5080,2.0,2.75,37.0
5081,2.0,2.83,37.0
5082,2.0,2.5,37.0
5083,2.0,3.5,37.0
5084,2.0,3.0,37.0
5085,2.0,2.7,37.0
5086,2.0,2.71,37.0
5087,2.0,2.9,37.0
5088,2.0,2.5,37.0
5089,2.0,2.59,39.0
5090,2.0,2.66,39.0
5091,2.0,2.62,39.0
5092,2.0,2.61,39.0
5093,2.0,2.55,39.0
5094,2.0,3.43,39.0
5095,2.0,3.45,39.0
5096,2.0,3.35,39.0
5097,2.0,3.56,39.0
5098,2.0,2.59,39.0
5099,2.0,2.52,39.0
5100,2.0,2.55,39.0
5101,2.0,3.63,39.0
5102,2.0,3.11,39.0
5103,2.0,2.69,39.0
5104,2.0,3.85,39.0
5105,2.0,2.62,39.0
5106,2.0,3.26,39.0
5107,2.0,2.98,39.0
5108,2.0,3.45,39.0
5109,2.0,2.87,39.0
5110,2.0,3.0,39.0
5111,2.0,3.11,39.0
5112,2.0,2.6,39.0
5113,2.0,3.53,39.0
5114,2.0,2.69,39.0
5115,2.0,2.84,39.0
5116,2.0,2.5,39.0
5117,2.0,2.69,39.0
5118,2.0,2.67,39.0
5119,2.0,2.83,39.0
5120,2.0,2.6,39.0
5121,2.0,2.5,39.0
5122,2.0,2.5,41.0
5123,2.0,3.1,41.0
5124,2.0,2.8,41.0
5125,2.0,2.66,41.0
5126,2.0,2.73,41.0
5127,2.0,2.5,41.0
5128,2.0,2.5,41.0
5129,2.0,2.89,41.0
5130,2.0,3.6,41.0
5131,2.0,2.95,41.0
5132,2.0,3.35,41.0
5133,2.0,2.6,41.0
5134,2.0,2.97,41.0
5135,2.0,2.54,41.0
5136,2.0,2.73,41.0
5137,2.0,3.2,41.0
5138,2.0,3.88,41.0
5139,2.0,2.62,41.0
5140,2.0,3.36,41.0
5141,2.0,2.98,41.0
5142,2.0,3.56,41.0
5143,2.0,2.92,41.0
5144,2.0,2.69,41.0
5145,2.0,3.04,41.0
5146,2.0,2.58,41.0
5147,2.0,3.7,41.0
5148,2.0,2.6,41.0
5149,2.0,2.7,41.0
5150,2.0,2.9,41.0
5151,2.0,2.5,41.0
5152,2.0,2.99,41.0
5153,2.0,2.88,41.0
5154,2.0,2.8,43.0
5155,2.0,2.6,43.0
5156,2.0,2.55,43.0
5157,2.0,2.52,43.0
5158,2.0,3.1,43.0
5159,2.0,2.9,43.0
5160,2.0,2.64,43.0
5161,2.0,2.67,43.0
5162,2.0,2.79,43.0
5163,2.0,3.24,43.0
5164,2.0,2.68,43.0
5165,2.0,3.67,43.0
5166,2.0,2.68,43.0
5167,2.0,2.59,43.0
5168,2.0,2.79,43.0
5169,2.0,2.89,43.0
5170,2.0,2.87,43.0
5171,2.0,3.57,43.0
5172,2.0,3.8,43.0
5173,2.0,2.81,43.0
5174,2.0,3.86,43.0
5175,2.0,3.42,43.0
5176,2.0,2.65,43.0
5177,2.0,2.93,43.0
5178,2.0,2.97,43.0
5179,2.0,2.76,43.0
5180,2.0,3.67,43.0
5181,2.0,3.17,43.0
5182,2.0,3.09,43.0
5183,2.0,2.76,43.0
5184,2.0,2.76,43.0
5185,2.0,3.12,43.0
5186,2.0,2.75,43.0
5187,2.0,2.63,43.0
5188,2.0,2.85,43.0
5189,2.0,3.27,43.0
5190,2.0,2.66,43.0
5191,2.0,3.05,43.0
5192,2.0,2.76,43.0
5193,2.0,2.7,43.0
5194,2.0,2.9,43.0
5195,2.0,2.7,43.0
5196,2.0,2.6,43.0
5197,2.0,2.5,43.0
5198,2.0,2.7,43.0
5199,2.0,3.0,43.0
5200,2.0,2.9,45.0
5201,2.0,2.83,45.0
5202,2.0,3.1,45.0
5203,2.0,3.0,45.0
5204,2.0,2.8,45.0
5205,2.0,3.3,45.0
5206,2.0,3.4,45.0
5207,2.0,2.9,45.0
5208,2.0,2.67,45.0
5209,2.0,3.2,45.0
5210,2.0,2.5,45.0
5211,2.0,3.54,45.0
5212,2.0,3.39,45.0
5213,2.0,3.26,45.0
5214,2.0,3.0,45.0
5215,2.0,2.99,45.0
5216,2.0,2.68,45.0
5217,2.0,2.77,45.0
5218,2.0,3.53,45.0
5219,2.0,3.21,45.0
5220,2.0,3.14,45.0
5221,2.0,2.73,45.0
5222,2.0,2.53,45.0
5223,2.0,2.76,45.0
5224,2.0,2.86,45.0
5225,2.0,3.17,45.0
5226,2.0,3.73,45.0
5227,2.0,3.02,45.0
5228,2.0,2.67,45.0
5229,2.0,2.96,45.0
5230,2.0,2.85,45.0
5231,2.0,2.58,45.0
5232,2.0,2.71,45.0
5233,2.0,2.8,45.0
5234,2.0,2.8,45.0
5235,2.0,2.5,45.0
5236,2.0,3.0,45.0
5237,2.0,3.09,45.0
5238,2.0,2.7,45.0
5239,2.0,2.7,45.0
5240,2.0,2.6,47.0
5241,2.0,2.7,47.0
5242,2.0,2.53,47.0
5243,2.0,2.53,47.0
5244,2.0,3.42,47.0
5245,2.0,2.56,47.0
5246,2.0,2.87,47.0
5247,2.0,2.6,47.0
5248,2.0,2.62,47.0
5249,2.0,2.68,47.0
5250,2.0,2.9,47.0
5251,2.0,3.13,47.0
5252,2.0,3.61,47.0
5253,2.0,3.0,47.0
5254,2.0,2.89,47.0
5255,2.0,2.89,47.0
5256,2.0,3.1,47.0
5257,2.0,2.85,47.0
5258,2.0,2.98,47.0
5259,2.0,2.88,47.0
5260,2.0,3.15,47.0
5261,2.0,3.54,47.0
5262,2.0,3.55,47.0
5263,2.0,3.48,47.0
5264,2.0,2.62,47.0
5265,2.0,2.91,47.0
5266,2.0,3.59,47.0
5267,2.0,2.7,47.0
5268,2.0,2.8,47.0
5269,2.0,2.6,47.0
5270,2.0,3.2,47.0
5271,2.0,3.0,47.0
5272,2.0,3.1,47.0
5273,2.0,2.96,47.0
5274,2.0,2.6,49.0
5275,2.0,2.69,49.0
5276,2.0,2.85,49.0
5277,2.0,2.81,49.0
5278,2.0,2.56,49.0
5279,2.0,3.18,49.0
5280,2.0,2.65,49.0
5281,2.0,2.95,49.0
5282,2.0,2.71,49.0
5283,2.0,3.08,49.0
5284,2.0,3.43,49.0
5285,2.0,2.96,49.0
5286,2.0,2.85,49.0
5287,2.0,3.29,49.0
5288,2.0,2.56,49.0
5289,2.0,2.58,49.0
5290,2.0,2.77,49.0
5291,2.0,2.86,49.0
5292,2.0,2.75,49.0
5293,2.0,2.92,49.0
5294,2.0,2.52,49.0
5295,2.0,2.53,49.0
5296,2.0,2.78,49.0
5297,2.0,2.69,49.0
5298,2.0,2.6,49.0
5299,2.0,2.73,49.0
5300,2.0,2.5,49.0
5301,2.0,2.7,49.0
5302,2.0,2.8,49.0
5303,2.0,3.5,49.0
5304,2.0,3.2,49.0
5305,2.0,2.56,49.0
5306,2.0,2.5,51.0
5307,2.0,2.61,51.0
5308,2.0,2.76,51.0
5309,2.0,2.55,51.0
5310,2.0,3.2,51.0
5311,2.0,2.68,51.0
5312,2.0,2.78,51.0
5313,2.0,3.22,51.0
5314,2.0,2.8,51.0
5315,2.0,2.59,51.0
5316,2.0,2.8,51.0
5317,2.0,2.67,51.0
5318,2.0,2.5,51.0
5319,2.0,2.88,51.0
5320,2.0,2.66,51.0
5321,2.0,2.71,51.0
5322,2.0,2.7,51.0
5323,2.0,2.76,51.0
5324,2.0,2.71,51.0
5325,2.0,2.73,51.0
5326,2.0,3.22,51.0
5327,2.0,2.93,51.0
5328,2.0,2.6,51.0
5329,2.0,3.45,51.0
5330,2.0,2.87,51.0
5331,2.0,3.58,51.0
5332,2.0,2.56,51.0
5333,2.0,2.6,51.0
5334,2.0,3.0,51.0
5335,2.0,2.73,51.0
5336,2.0,3.0,51.0
5337,2.0,3.4,51.0
5338,2.0,2.7,51.0
5339,2.0,2.59,53.0
5340,2.0,2.52,53.0
5341,2.0,3.3,53.0
5342,2.0,2.71,53.0
5343,2.0,2.7,53.0
5344,2.0,2.7,53.0
5345,2.0,2.96,53.0
5346,2.0,2.76,53.0
5347,2.0,2.77,53.0
5348,2.0,2.98,53.0
5349,2.0,2.78,53.0
5350,2.0,2.9,53.0
5351,2.0,2.81,53.0
5352,2.0,2.7,53.0
5353,2.0,2.5,53.0
5354,2.0,2.57,53.0
5355,2.0,2.82,53.0
5356,2.0,3.09,53.0
5357,2.0,2.92,53.0
5358,2.0,2.83,53.0
5359,2.0,3.26,53.0
5360,2.0,3.29,53.0
5361,2.0,2.82,53.0
5362,2.0,2.65,53.0
5363,2.0,2.89,53.0
5364,2.0,2.88,53.0
5365,2.0,2.74,53.0
5366,2.0,2.72,53.0
5367,2.0,2.5,53.0
5368,2.0,3.1,53.0
5369,2.0,3.3,53.0
5370,2.0,2.9,53.0
5371,2.0,2.52,55.0
5372,2.0,3.2,55.0
5373,2.0,3.16,55.0
5374,2.0,2.98,55.0
5375,2.0,3.7,55.0
5376,2.0,3.2,55.0
5377,2.0,3.01,55.0
5378,2.0,2.7,55.0
5379,2.0,2.51,55.0
5380,2.0,2.76,55.0
5381,2.0,2.6,55.0
5382,2.0,2.63,55.0
5383,2.0,2.72,55.0
5384,2.0,2.73,55.0
5385,2.0,2.7,55.0
5386,2.0,2.84,55.0
5387,2.0,2.8,55.0
5388,2.0,2.85,55.0
5389,2.0,2.54,55.0
5390,2.0,2.62,55.0
5391,2.0,2.71,55.0
5392,2.0,2.57,55.0
5393,2.0,2.66,55.0
5394,2.0,2.5,55.0
5395,2.0,2.74,55.0
5396,2.0,2.51,55.0
5397,2.0,2.8,55.0
5398,2.0,2.77,55.0
5399,2.0,2.99,55.0
5400,2.0,3.21,55.0
5401,2.0,2.95,55.0
5402,2.0,3.46,55.0
5403,2.0,2.78,55.0
5404,2.0,2.61,55.0
5405,2.0,3.53,55.0
5406,2.0,3.3,55.0
5407,2.0,3.2,55.0
5408,2.0,2.66,55.0
5409,2.0,2.65,55.0
5410,2.0,2.6,55.0
5411,2.0,2.51,57.0
5412,2.0,2.85,57.0
5413,2.0,2.9,57.0
5414,2.0,2.5,57.0
5415,2.0,2.6,57.0
5416,2.0,2.89,57.0
5417,2.0,2.7,57.0
5418,2.0,2.8,57.0
5419,2.0,2.74,57.0
5420,2.0,2.54,57.0
5421,2.0,2.75,57.0
5422,2.0,2.57,57.0
5423,2.0,2.72,57.0
5424,2.0,2.56,57.0
5425,2.0,3.37,57.0
5426,2.0,2.5,57.0
5427,2.0,3.04,57.0
5428,2.0,3.1,57.0
5429,2.0,2.8,57.0
5430,2.0,3.0,57.0
5431,2.0,2.7,57.0
5432,2.0,2.68,57.0
5433,2.0,3.26,57.0
5434,2.0,2.99,57.0
5435,2.0,3.63,57.0
5436,2.0,2.52,57.0
5437,2.0,2.67,57.0
5438,2.0,2.5,57.0
5439,2.0,2.5,57.0
5440,2.0,3.0,57.0
5441,2.0,2.9,57.0
5442,2.0,2.9,57.0
5443,2.0,2.7,57.0
5444,2.0,3.0,57.0
5445,2.0,3.0,57.0
5446,2.0,3.3,57.0
5447,2.0,2.6,57.0
5448,2.0,2.8,57.0
5449,2.0,2.7,57.0
5450,2.0,3.0,57.0
5451,2.0,2.7,57.0
5452,2.0,2.56,57.0
5453,2.0,2.73,57.0
5454,2.0,2.5,57.0
5455,2.0,2.8,59.0
5456,2.0,4.7,59.0
5457,2.0,2.6,59.0
5458,2.0,2.9,59.0
5459,2.0,2.6,59.0
5460,2.0,2.6,59.0
5461,2.0,2.8,59.0
5462,2.0,2.8,59.0
5463,2.0,2.6,59.0
5464,2.0,3.5,59.0
5465,2.0,2.91,59.0
5466,2.0,2.6,59.0
5467,2.0,2.85,59.0
5468,2.0,2.87,59.0
5469,2.0,2.99,59.0
5470,2.0,2.92,59.0
5471,2.0,2.6,59.0
5472,2.0,3.89,59.0
5473,2.0,3.12,59.0
5474,2.0,2.63,59.0
5475,2.0,3.0,59.0
5476,2.0,3.2,59.0
5477,2.0,3.3,59.0
5478,2.0,2.6,59.0
5479,2.0,2.5,59.0
5480,2.0,2.7,59.0
5481,2.0,2.6,59.0
5482,2.0,2.8,61.0
5483,2.0,3.0,61.0
5484,2.0,2.7,61.0
5485,2.0,2.5,61.0
5486,2.0,2.5,61.0
5487,2.0,3.3,61.0
5488,2.0,3.1,61.0
5489,2.0,2.68,61.0
5490,2.0,2.85,61.0
5491,2.0,2.54,61.0
5492,2.0,3.32,61.0
5493,2.0,3.1,61.0
5494,2.0,2.6,61.0
5495,2.0,2.8,61.0
5496,2.0,3.0,61.0
5497,2.0,2.53,61.0
5498,2.0,2.8,61.0
5499,2.0,2.89,61.0
5500,2.0,2.9,61.0
5501,2.0,2.6,61.0
5502,2.0,2.55,61.0
5503,2.0,2.74,61.0
5504,2.0,3.02,61.0
5505,2.0,3.92,61.0
5506,2.0,2.93,61.0
5507,2.0,3.1,61.0
5508,2.0,2.81,61.0
5509,2.0,2.6,61.0
5510,2.0,2.5,61.0
5511,2.0,2.55,63.0
5512,2.0,2.7,63.0
5513,2.0,2.86,63.0
5514,2.0,2.9,63.0
5515,2.0,2.81,63.0
5516,2.0,2.65,63.0
5517,2.0,2.54,63.0
5518,2.0,2.81,63.0
5519,2.0,3.14,63.0
5520,2.0,2.6,63.0
5521,2.0,2.77,63.0
5522,2.0,3.1,63.0
5523,2.0,2.56,63.0
5524,2.0,2.64,63.0
5525,2.0,2.84,63.0
5526,2.0,3.0,63.0
5527,2.0,3.12,63.0
5528,2.0,2.78,63.0
5529,2.0,2.6,63.0
5530,2.0,3.27,63.0
5531,2.0,3.82,63.0
5532,2.0,3.17,63.0
5533,2.0,2.92,63.0
5534,2.0,3.58,63.0
5535,2.0,3.02,63.0
5536,2.0,2.8,63.0
5537,2.0,2.55,63.0
5538,2.0,3.12,63.0
5539,2.0,5.5,63.0
5540,2.0,2.65,63.0
5541,2.0,2.56,63.0
5542,2.0,3.4,63.0
5543,2.0,2.76,63.0
5544,2.0,2.66,63.0
5545,2.0,2.7,66.0
5546,2.0,2.82,66.0
5547,2.0,2.91,66.0
5548,2.0,2.68,66.0
5549,2.0,3.02,66.0
5550,2.0,2.68,66.0
5551,2.0,2.57,66.0
5552,2.0,2.52,66.0
5553,2.0,2.5,66.0
5554,2.0,2.65,66.0
