,Intensidad,Magnitud,GAP
8299,3.4,3.16,12.0
8300,3.4,2.91,12.0
8301,3.4,3.7,12.0
8302,3.4,2.59,12.0
8303,3.4,2.65,13.0
8304,3.4,3.52,13.0
8305,3.4,3.17,13.0
8306,3.4,2.68,13.0
8307,3.4,2.96,14.0
8308,3.4,2.98,14.0
8309,3.4,3.23,14.0
8310,3.4,2.65,14.0
8311,3.4,2.71,14.0
8312,3.4,3.23,14.0
8313,3.4,2.51,15.0
8314,3.4,3.27,15.0
8315,3.4,3.68,15.0
8316,3.4,3.05,15.0
8317,3.4,2.69,15.0
8318,3.4,2.52,15.0
8319,3.4,2.56,15.0
8320,3.4,2.7,15.0
8321,3.4,2.68,15.0
8322,3.4,2.63,15.0
8323,3.4,2.9,15.0
8324,3.4,2.65,15.0
8325,3.4,2.77,15.0
8326,3.4,2.75,15.0
8327,3.4,3.18,16.0
8328,3.4,2.53,16.0
8329,3.4,3.17,16.0
8330,3.4,3.45,16.0
8331,3.4,2.8,16.0
8332,3.4,3.14,16.0
8333,3.4,2.65,16.0
8334,3.4,2.56,16.0
8335,3.4,2.95,16.0
8336,3.4,2.8,16.0
8337,3.4,2.59,17.0
8338,3.4,2.75,17.0
8339,3.4,3.38,17.0
8340,3.4,2.89,17.0
8341,3.4,2.67,17.0
8342,3.4,2.89,17.0
8343,3.4,2.9,17.0
8344,3.4,3.09,18.0
8345,3.4,2.53,18.0
8346,3.4,3.14,18.0
8347,3.4,3.1,18.0
8348,3.4,2.91,18.0
8349,3.4,2.8,18.0
8350,3.4,3.44,18.0
8351,3.4,2.79,19.0
8352,3.4,2.55,19.0
8353,3.4,3.1,19.0
8354,3.4,2.97,19.0
8355,3.4,2.77,19.0
8356,3.4,3.03,19.0
8357,3.4,2.92,19.0
8358,3.4,3.33,20.0
8359,3.4,2.92,20.0
8360,3.4,2.56,20.0
8361,3.4,3.45,20.0
8362,3.4,3.15,20.0
8363,3.4,3.83,20.0
8364,3.4,3.2,20.0
8365,3.4,2.97,20.0
8366,3.4,3.13,20.0
8367,3.4,2.9,20.0
8368,3.4,3.06,21.0
8369,3.4,2.56,21.0
8370,3.4,2.65,21.0
8371,3.4,3.98,21.0
8372,3.4,2.78,21.0
8373,3.4,3.23,21.0
8374,3.4,3.26,21.0
8375,3.4,3.11,21.0
8376,3.4,2.63,21.0
8377,3.4,2.9,21.0
8378,3.4,3.4,21.0
8379,3.4,3.03,21.0
8380,3.4,2.63,22.0
8381,3.4,2.84,22.0
8382,3.4,2.5,22.0
8383,3.4,2.62,22.0
8384,3.4,2.56,22.0
8385,3.4,3.53,22.0
8386,3.4,3.3,22.0
8387,3.4,2.55,22.0
8388,3.4,3.54,22.0
8389,3.4,3.5,22.0
8390,3.4,3.03,22.0
8391,3.4,2.5,22.0
8392,3.4,3.03,22.0
8393,3.4,3.0,22.0
8394,3.4,2.6,22.0
8395,3.4,3.2,22.0
8396,3.4,2.61,23.0
8397,3.4,2.67,23.0
8398,3.4,2.91,23.0
8399,3.4,2.81,23.0
8400,3.4,2.64,23.0
8401,3.4,3.14,23.0
8402,3.4,3.2,23.0
8403,3.4,2.52,23.0
8404,3.4,2.78,24.0
8405,3.4,3.19,24.0
8406,3.4,2.97,24.0
8407,3.4,3.52,24.0
8408,3.4,3.04,24.0
8409,3.4,3.65,24.0
8410,3.4,3.61,24.0
8411,3.4,2.82,24.0
8412,3.4,3.0,24.0
8413,3.4,2.84,24.0
8414,3.4,2.98,24.0
8415,3.4,2.6,24.0
8416,3.4,2.7,24.0
8417,3.4,2.67,24.0
8418,3.4,3.35,25.0
8419,3.4,3.47,25.0
8420,3.4,3.27,25.0
8421,3.4,2.6,25.0
8422,3.4,3.09,25.0
8423,3.4,2.63,25.0
8424,3.4,3.04,25.0
8425,3.4,2.53,25.0
8426,3.4,2.84,25.0
8427,3.4,3.23,25.0
8428,3.4,3.49,25.0
8429,3.4,2.8,25.0
8430,3.4,2.9,25.0
8431,3.4,2.7,25.0
8432,3.4,2.7,25.0
8433,3.4,2.81,25.0
8434,3.4,2.9,25.0
8435,3.4,3.61,25.0
8436,3.4,2.91,26.0
8437,3.4,2.65,26.0
8438,3.4,2.93,26.0
8439,3.4,3.79,26.0
8440,3.4,3.05,26.0
8441,3.4,3.22,26.0
8442,3.4,3.54,26.0
8443,3.4,2.66,26.0
8444,3.4,3.58,26.0
8445,3.4,2.69,26.0
8446,3.4,2.54,26.0
8447,3.4,2.5,26.0
8448,3.4,2.88,26.0
8449,3.4,2.94,26.0
8450,3.4,2.69,26.0
8451,3.4,2.64,27.0
8452,3.4,2.59,27.0
8453,3.4,2.71,27.0
8454,3.4,3.45,27.0
8455,3.4,2.91,27.0
8456,3.4,3.07,27.0
8457,3.4,3.59,27.0
8458,3.4,3.56,27.0
8459,3.4,3.01,27.0
8460,3.4,2.73,27.0
8461,3.4,5.3,27.0
8462,3.4,3.45,27.0
8463,3.4,2.5,27.0
8464,3.4,2.62,27.0
8465,3.4,2.54,27.0
8466,3.4,2.61,27.0
8467,3.4,3.5,27.0
8468,3.4,3.4,27.0
8469,3.4,2.83,28.0
8470,3.4,3.19,28.0
8471,3.4,3.48,28.0
8472,3.4,2.88,28.0
8473,3.4,2.5,28.0
8474,3.4,2.53,28.0
8475,3.4,4.1,28.0
8476,3.4,3.6,28.0
8477,3.4,2.59,28.0
8478,3.4,3.63,28.0
8479,3.4,2.53,28.0
8480,3.4,2.53,28.0
8481,3.4,3.0,28.0
8482,3.4,2.97,28.0
8483,3.4,2.64,28.0
8484,3.4,2.56,28.0
8485,3.4,3.3,28.0
8486,3.4,3.23,29.0
8487,3.4,3.34,29.0
8488,3.4,3.33,29.0
8489,3.4,2.93,29.0
8490,3.4,3.84,29.0
8491,3.4,4.0,29.0
8492,3.4,3.1,29.0
8493,3.4,3.18,29.0
8494,3.4,3.34,29.0
8495,3.4,3.32,29.0
8496,3.4,3.56,29.0
8497,3.4,2.8,29.0
8498,3.4,2.58,29.0
8499,3.4,2.9,29.0
8500,3.4,2.9,29.0
8501,3.4,2.56,30.0
8502,3.4,2.74,30.0
8503,3.4,2.93,30.0
8504,3.4,3.78,30.0
8505,3.4,2.74,31.0
8506,3.4,3.62,31.0
8507,3.4,3.03,31.0
8508,3.4,2.69,31.0
8509,3.4,3.24,31.0
8510,3.4,2.5,31.0
8511,3.4,2.56,31.0
8512,3.4,3.55,31.0
8513,3.4,2.75,31.0
8514,3.4,2.65,31.0
8515,3.4,3.27,31.0
8516,3.4,2.61,31.0
8517,3.4,2.79,31.0
8518,3.4,2.9,31.0
8519,3.4,2.67,31.0
8520,3.4,2.89,31.0
8521,3.4,4.4,32.0
8522,3.4,2.57,32.0
8523,3.4,2.76,32.0
8524,3.4,3.51,32.0
8525,3.4,2.67,32.0
8526,3.4,2.86,32.0
8527,3.4,2.64,32.0
8528,3.4,3.0,32.0
8529,3.4,2.92,32.0
8530,3.4,2.6,32.0
8531,3.4,3.14,32.0
8532,3.4,2.92,32.0
8533,3.4,2.76,32.0
8534,3.4,2.9,32.0
8535,3.4,2.8,32.0
8536,3.4,2.72,34.0
8537,3.4,3.25,34.0
8538,3.4,2.8,34.0
8539,3.4,2.63,34.0
8540,3.4,2.83,34.0
8541,3.4,3.05,34.0
8542,3.4,2.76,34.0
8543,3.4,2.53,34.0
8544,3.4,2.63,34.0
8545,3.4,2.74,34.0
8546,3.4,2.67,34.0
8547,3.4,3.2,34.0
8548,3.4,2.57,34.0
8549,3.4,3.4,34.0
8550,3.4,3.72,36.0
8551,3.4,2.94,36.0
8552,3.4,2.79,36.0
8553,3.4,3.1,36.0
8554,3.4,3.5,36.0
8555,3.4,2.75,36.0
8556,3.4,2.94,36.0
8557,3.4,2.96,36.0
8558,3.4,3.16,36.0
8559,3.4,2.67,36.0
8560,3.4,3.56,36.0
8561,3.4,4.05,36.0
8562,3.4,3.2,36.0
8563,3.4,3.07,36.0
8564,3.4,2.52,36.0
8565,3.4,3.26,36.0
8566,3.4,2.9,36.0
8567,3.4,2.65,36.0
8568,3.4,2.62,38.0
8569,3.4,3.4,38.0
8570,3.4,3.53,38.0
8571,3.4,2.78,38.0
8572,3.4,3.54,38.0
8573,3.4,3.09,38.0
8574,3.4,2.97,38.0
8575,3.4,2.64,38.0
8576,3.4,3.47,38.0
8577,3.4,2.52,38.0
8578,3.4,2.54,38.0
8579,3.4,3.32,38.0
8580,3.4,2.94,38.0
8581,3.4,3.11,38.0
8582,3.4,2.92,38.0
8583,3.4,2.71,38.0
8584,3.4,3.4,38.0
8585,3.4,3.6,38.0
8586,3.4,2.8,38.0
8587,3.4,3.2,38.0
8588,3.4,2.7,38.0
8589,3.4,2.66,40.0
8590,3.4,2.57,40.0
8591,3.4,2.5,40.0
8592,3.4,2.78,40.0
8593,3.4,2.61,40.0
8594,3.4,2.56,40.0
8595,3.4,3.0,40.0
8596,3.4,3.34,40.0
8597,3.4,2.83,40.0
8598,3.4,2.55,40.0
8599,3.4,3.11,40.0
8600,3.4,3.41,40.0
8601,3.4,3.63,40.0
8602,3.4,2.93,40.0
8603,3.4,2.75,40.0
8604,3.4,2.87,40.0
8605,3.4,3.3,40.0
8606,3.4,2.78,40.0
8607,3.4,2.68,40.0
8608,3.4,3.0,40.0
8609,3.4,3.25,40.0
8610,3.4,3.26,40.0
8611,3.4,2.88,42.0
8612,3.4,2.68,42.0
8613,3.4,2.71,42.0
8614,3.4,2.8,42.0
8615,3.4,3.64,42.0
8616,3.4,2.78,42.0
8617,3.4,3.3,42.0
8618,3.4,2.5,42.0
8619,3.4,2.55,42.0
8620,3.4,2.66,42.0
8621,3.4,3.58,42.0
8622,3.4,3.0,42.0
8623,3.4,3.84,42.0
8624,3.4,3.9,42.0
8625,3.4,3.41,42.0
8626,3.4,3.27,42.0
8627,3.4,5.3,42.0
8628,3.4,3.15,42.0
8629,3.4,2.56,42.0
8630,3.4,2.6,42.0
8631,3.4,3.1,42.0
8632,3.4,3.2,42.0
8633,3.4,2.5,42.0
8634,3.4,2.99,42.0
8635,3.4,3.0,42.0
8636,3.4,2.97,44.0
8637,3.4,2.5,44.0
8638,3.4,2.55,44.0
8639,3.4,2.7,44.0
8640,3.4,2.5,44.0
8641,3.4,3.65,44.0
8642,3.4,3.4,44.0
8643,3.4,2.78,44.0
8644,3.4,4.23,44.0
8645,3.4,3.46,44.0
8646,3.4,3.16,44.0
8647,3.4,2.98,44.0
8648,3.4,3.86,44.0
8649,3.4,2.7,44.0
8650,3.4,2.8,44.0
8651,3.4,3.4,44.0
8652,3.4,2.97,44.0
8653,3.4,3.13,44.0
8654,3.4,2.55,44.0
8655,3.4,3.1,46.0
8656,3.4,2.55,46.0
8657,3.4,2.51,46.0
8658,3.4,3.26,46.0
8659,3.4,4.12,46.0
8660,3.4,2.71,46.0
8661,3.4,2.5,46.0
8662,3.4,2.8,46.0
8663,3.4,2.76,46.0
8664,3.4,3.23,46.0
8665,3.4,2.71,46.0
8666,3.4,3.39,46.0
8667,3.4,2.57,46.0
8668,3.4,4.1,46.0
8669,3.4,3.2,48.0
8670,3.4,2.52,48.0
8671,3.4,2.52,48.0
8672,3.4,3.54,48.0
8673,3.4,3.3,48.0
8674,3.4,3.49,48.0
8675,3.4,2.78,48.0
8676,3.4,2.89,48.0
8677,3.4,2.81,48.0
8678,3.4,3.3,48.0
8679,3.4,2.88,48.0
8680,3.4,2.71,48.0
8681,3.4,3.1,48.0
8682,3.4,3.09,48.0
8683,3.4,2.94,48.0
8684,3.4,3.95,48.0
8685,3.4,2.5,48.0
8686,3.4,3.13,48.0
8687,3.4,2.77,48.0
8688,3.4,2.5,50.0
8689,3.4,3.5,50.0
8690,3.4,3.4,50.0
8691,3.4,3.6,50.0
8692,3.4,3.21,50.0
8693,3.4,3.16,50.0
8694,3.4,2.66,50.0
8695,3.4,3.48,50.0
8696,3.4,3.06,50.0
8697,3.4,3.9,50.0
8698,3.4,3.0,50.0
8699,3.4,2.8,50.0
8700,3.4,4.11,50.0
8701,3.4,3.1,50.0
8702,3.4,3.3,50.0
8703,3.4,3.0,50.0
8704,3.4,3.2,50.0
8705,3.4,2.6,52.0
8706,3.4,2.95,52.0
8707,3.4,3.1,52.0
8708,3.4,2.52,52.0
8709,3.4,3.23,52.0
8710,3.4,2.7,52.0
8711,3.4,2.5,52.0
8712,3.4,2.6,52.0
8713,3.4,2.74,52.0
8714,3.4,4.09,52.0
8715,3.4,2.98,52.0
8716,3.4,3.21,52.0
8717,3.4,2.8,52.0
8718,3.4,2.6,52.0
8719,3.4,2.78,52.0
8720,3.4,2.6,52.0
8721,3.4,2.56,52.0
8722,3.4,3.12,54.0
8723,3.4,2.53,54.0
8724,3.4,5.6,54.0
8725,3.4,3.9,54.0
8726,3.4,3.5,54.0
8727,3.4,3.3,54.0
8728,3.4,3.31,54.0
8729,3.4,3.27,54.0
8730,3.4,3.52,54.0
8731,3.4,3.3,54.0
8732,3.4,2.66,54.0
8733,3.4,3.02,54.0
8734,3.4,3.2,54.0
8735,3.4,3.6,54.0
8736,3.4,3.4,54.0
8737,3.4,3.7,54.0
8738,3.4,2.5,56.0
8739,3.4,4.2,56.0
8740,3.4,2.84,56.0
8741,3.4,2.69,56.0
8742,3.4,2.8,56.0
8743,3.4,3.2,56.0
8744,3.4,2.92,56.0
8745,3.4,3.0,56.0
8746,3.4,2.81,56.0
8747,3.4,2.97,56.0
8748,3.4,2.97,56.0
8749,3.4,2.68,56.0
8750,3.4,3.53,58.0
8751,3.4,4.3,58.0
8752,3.4,3.06,58.0
8753,3.4,3.4,58.0
8754,3.4,2.64,58.0
8755,3.4,2.55,58.0
8756,3.4,3.35,58.0
8757,3.4,2.63,58.0
8758,3.4,2.76,58.0
8759,3.4,3.43,58.0
8760,3.4,3.6,60.0
8761,3.4,2.5,60.0
8762,3.4,3.43,60.0
8763,3.4,3.6,60.0
8764,3.4,3.2,60.0
8765,3.4,2.7,60.0
8766,3.4,2.67,60.0
8767,3.4,2.95,60.0
8768,3.4,3.03,60.0
8769,3.4,2.7,60.0
8770,3.4,2.94,60.0
8771,3.4,2.89,60.0
8772,3.4,2.85,62.0
8773,3.4,2.52,62.0
8774,3.4,3.3,62.0
8775,3.4,3.1,62.0
8776,3.4,2.72,62.0
8777,3.4,3.0,62.0
8778,3.4,3.6,62.0
8779,3.4,3.3,62.0
8780,3.4,2.95,62.0
8781,3.4,2.7,62.0
8782,3.4,3.36,62.0
8783,3.4,4.28,62.0
8784,3.4,3.7,62.0
8785,3.4,2.65,62.0
8786,3.4,2.69,62.0
8787,3.4,3.2,64.0
8788,3.4,2.58,64.0
8789,3.4,2.7,64.0
8790,3.4,3.59,64.0
8791,3.4,2.5,64.0
8792,3.4,3.25,64.0
8793,3.4,2.54,64.0
8794,3.4,3.17,68.0
8795,3.4,2.6,68.0
8796,3.4,3.24,68.0
8797,3.4,4.0,68.0
8798,3.4,3.51,68.0
8799,3.4,3.28,68.0
8800,3.4,2.7,68.0
8801,3.4,3.17,72.0
8802,3.4,4.2,72.0
8803,3.4,3.9,72.0
8804,3.4,3.2,72.0
8805,3.4,2.8,72.0
8806,3.4,2.5,76.0
8807,3.4,2.81,76.0
8808,3.4,2.85,76.0
8809,3.4,2.6,76.0
8810,3.4,2.57,76.0
8811,3.4,2.72,76.0
8812,3.4,2.8,76.0
8813,3.4,2.78,76.0
8814,3.4,3.11,76.0
8815,3.4,2.5,76.0
8816,3.4,2.9,80.0
8817,3.4,2.7,80.0
8818,3.4,3.34,80.0
8819,3.4,3.6,80.0
8820,3.4,3.1,80.0
8821,3.4,3.7,80.0
8822,3.4,3.23,80.0
8823,3.4,3.3,80.0
8824,3.4,3.59,80.0
8825,3.4,3.1,84.0
8826,3.4,5.2,84.0
8827,3.4,3.5,84.0
8828,3.4,2.75,84.0
8829,3.4,2.58,84.0
8830,3.4,3.3,88.0
8831,3.4,2.9,88.0
8832,3.4,3.43,88.0
8833,3.4,3.67,88.0
8834,3.4,2.53,88.0
8835,3.4,2.72,88.0
8836,3.4,3.29,88.0
8837,3.4,3.78,88.0
8838,3.4,2.56,92.0
8839,3.4,3.35,92.0
8840,3.4,2.82,92.0
8841,3.4,3.64,92.0
8842,3.4,2.67,92.0
8843,3.4,2.8,92.0
8844,3.4,2.5,92.0
8845,3.4,3.0,92.0
8846,3.4,3.34,96.0
8847,3.4,2.66,96.0
8848,3.4,2.99,96.0
8849,3.4,3.16,96.0
8850,3.4,3.4,100.0
8851,3.4,3.63,100.0
8852,3.4,2.6,100.0
8853,3.4,3.01,100.0
8854,3.4,2.9,100.0
8855,3.4,5.5,104.0
8856,3.4,3.87,104.0
8857,3.4,3.1,104.0
8858,3.4,2.8,104.0
8859,3.4,3.2,108.0
8860,3.4,2.55,108.0
8861,3.4,3.41,112.0
8862,3.4,2.96,112.0
8863,3.4,2.69,116.0
8864,3.4,3.6,116.0
8865,3.4,2.91,116.0
8866,3.4,2.94,116.0
8867,3.4,3.2,120.0
8868,3.4,2.75,120.0
8869,3.4,2.8,124.0
8870,3.4,4.28,128.0
8871,3.4,2.56,144.0
8872,3.4,2.53,144.0
8873,3.4,2.58,152.0
8874,3.4,2.7,152.0
8875,3.4,2.7,168.0
8876,3.4,2.8,176.0
8877,3.4,2.7,176.0
8878,3.4,3.3,160.0
8879,3.4,3.57,136.0
8880,3.4,3.1,136.0
8881,3.4,3.01,112.0
8882,3.4,3.4,112.0
8883,3.4,2.86,104.0
8884,3.4,2.8,103.0
8885,3.4,4.39,87.0
8886,3.4,3.91,39.0
8887,3.4,4.7,129.0
8888,3.4,3.07,129.0
8889,3.4,4.7,137.0
8890,3.4,3.51,145.0
8891,3.4,3.4,145.0
8892,3.4,3.3,145.0
8893,3.4,3.02,145.0
8894,3.4,2.92,153.0
8895,3.4,3.27,161.0
8896,3.4,3.78,161.0
8897,3.4,2.5,161.0
8898,3.4,2.76,161.0
8899,3.4,3.05,161.0
8900,3.4,2.96,161.0
8901,3.4,3.49,169.0
8902,3.4,3.7,177.0
8903,3.4,4.9,177.0
8904,3.4,2.59,177.0
8905,3.4,2.77,177.0
8906,3.4,3.7,151.0
8907,3.4,2.76,143.0
8908,3.4,2.92,143.0
8909,3.4,3.4,143.0
8910,3.4,2.51,143.0
8911,3.4,2.98,127.0
8912,3.4,3.24,111.0
8913,3.4,3.07,111.0
8914,3.4,2.78,102.0
8915,3.4,2.91,38.0
8916,3.4,2.9,101.0
8917,3.4,2.58,85.0
8918,3.4,3.4,65.0
8919,3.4,3.09,65.0
8920,3.4,3.1,65.0
8921,3.4,3.79,65.0
8922,3.4,2.52,65.0
8923,3.4,2.57,65.0
8924,3.4,3.21,65.0
8925,3.4,3.3,65.0
8926,3.4,5.8,65.0
8927,3.4,4.9,69.0
8928,3.4,3.2,69.0
8929,3.4,3.61,69.0
8930,3.4,2.67,69.0
8931,3.4,4.06,69.0
8932,3.4,2.64,69.0
8933,3.4,3.64,69.0
8934,3.4,3.1,69.0
8935,3.4,2.62,69.0
8936,3.4,2.94,69.0
8937,3.4,2.87,69.0
8938,3.4,2.6,69.0
8939,3.4,2.86,69.0
8940,3.4,3.11,69.0
8941,3.4,4.0,69.0
8942,3.4,2.9,69.0
8943,3.4,2.6,69.0
8944,3.4,3.0,73.0
8945,3.4,2.9,73.0
8946,3.4,2.83,73.0
8947,3.4,4.34,73.0
8948,3.4,2.8,73.0
8949,3.4,3.7,73.0
8950,3.4,2.65,73.0
8951,3.4,2.79,73.0
8952,3.4,2.89,73.0
8953,3.4,3.4,73.0
8954,3.4,2.72,73.0
8955,3.4,3.43,73.0
8956,3.4,2.7,73.0
8957,3.4,2.6,73.0
8958,3.4,2.8,77.0
8959,3.4,2.62,77.0
8960,3.4,4.4,77.0
8961,3.4,3.26,77.0
8962,3.4,2.7,77.0
8963,3.4,2.9,77.0
8964,3.4,3.01,77.0
8965,3.4,3.1,77.0
8966,3.4,2.6,77.0
8967,3.4,3.49,81.0
8968,3.4,2.87,81.0
8969,3.4,3.4,81.0
8970,3.4,2.56,81.0
8971,3.4,3.89,81.0
8972,3.4,2.64,81.0
8973,3.4,3.12,81.0
8974,3.4,2.6,85.0
8975,3.4,4.3,85.0
8976,3.4,2.71,85.0
8977,3.4,2.6,85.0
8978,3.4,3.66,89.0
8979,3.4,2.8,89.0
8980,3.4,3.07,89.0
8981,3.4,3.19,89.0
8982,3.4,3.2,89.0
8983,3.4,4.57,89.0
8984,3.4,2.57,89.0
8985,3.4,2.9,89.0
8986,3.4,3.15,93.0
8987,3.4,2.93,93.0
8988,3.4,2.8,93.0
8989,3.4,4.6,93.0
8990,3.4,3.24,93.0
8991,3.4,3.2,93.0
8992,3.4,2.58,93.0
8993,3.4,2.97,97.0
8994,3.4,3.74,97.0
8995,3.4,2.5,97.0
8996,3.4,2.94,97.0
8997,3.4,2.9,97.0
8998,3.4,3.2,97.0
8999,3.4,3.1,97.0
9000,3.4,3.07,101.0
9001,3.4,2.9,101.0
9002,3.4,3.42,105.0
9003,3.4,3.52,105.0
9004,3.4,3.4,105.0
9005,3.4,2.7,105.0
9006,3.4,3.63,105.0
9007,3.4,3.24,109.0
9008,3.4,3.1,113.0
9009,3.4,2.53,117.0
9010,3.4,3.4,117.0
9011,3.4,4.3,117.0
9012,3.4,2.9,117.0
9013,3.4,3.3,121.0
9014,3.4,3.21,125.0
9015,3.4,2.6,125.0
9016,3.4,2.58,125.0
9017,3.4,3.07,130.0
9018,3.4,2.76,130.0
9019,3.4,3.08,138.0
9020,3.4,4.0,138.0
9021,3.4,2.72,138.0
9022,3.4,3.46,146.0
9023,3.4,2.57,154.0
9024,3.4,2.87,154.0
9025,3.4,5.1,162.0
9026,3.4,2.68,162.0
9027,3.4,2.9,162.0
9028,3.4,3.23,174.0
9029,3.4,3.43,166.0
9030,3.4,2.88,126.0
9031,3.4,2.67,118.0
9032,3.4,4.3,110.0
9033,3.4,3.1,81.5
9034,3.4,2.58,131.0
9035,3.4,3.02,131.0
9036,3.4,3.43,131.0
9037,3.4,3.04,139.0
9038,3.4,5.0,139.0
9039,3.4,2.8,139.0
9040,3.4,3.75,147.0
9041,3.4,2.85,147.0
9042,3.4,2.83,155.0
9043,3.4,3.27,155.0
9044,3.4,2.7,155.0
9045,3.4,3.6,163.0
9046,3.4,2.68,171.0
9047,3.4,2.7,173.0
9048,3.4,3.1,165.0
9049,3.4,2.83,133.0
9050,3.4,3.91,125.0
9051,3.4,3.2,125.0
9052,3.4,2.66,117.0
9053,3.4,3.82,117.0
9054,3.4,3.3,109.0
9055,3.4,3.85,66.0
9056,3.4,3.1,50.0
9057,3.4,3.8,97.0
9058,3.4,2.5,97.0
9059,3.4,2.8,97.0
9060,3.4,4.53,49.0
9061,3.4,2.52,33.0
9062,3.4,2.61,33.0
9063,3.4,3.56,33.0
9064,3.4,2.89,33.0
9065,3.4,3.03,33.0
9066,3.4,2.85,33.0
9067,3.4,3.03,33.0
9068,3.4,2.7,33.0
9069,3.4,4.14,33.0
9070,3.4,3.11,33.0
9071,3.4,2.83,33.0
9072,3.4,2.95,33.0
9073,3.4,2.92,33.0
9074,3.4,2.69,33.0
9075,3.4,3.1,33.0
9076,3.4,3.06,33.0
9077,3.4,3.5,33.0
9078,3.4,2.6,33.0
9079,3.4,2.95,35.0
9080,3.4,3.3,35.0
9081,3.4,2.77,35.0
9082,3.4,2.6,35.0
9083,3.4,2.8,35.0
9084,3.4,2.59,35.0
9085,3.4,3.26,35.0
9086,3.4,3.23,35.0
9087,3.4,2.73,35.0
9088,3.4,2.85,35.0
9089,3.4,2.84,35.0
9090,3.4,3.2,35.0
9091,3.4,4.12,35.0
9092,3.4,2.8,35.0
9093,3.4,2.79,35.0
9094,3.4,3.1,35.0
9095,3.4,2.94,35.0
9096,3.4,2.58,35.0
9097,3.4,3.58,35.0
9098,3.4,2.5,37.0
9099,3.4,3.22,37.0
9100,3.4,2.7,37.0
9101,3.4,2.54,37.0
9102,3.4,2.51,37.0
9103,3.4,2.7,37.0
9104,3.4,2.8,37.0
9105,3.4,2.93,37.0
9106,3.4,2.62,37.0
9107,3.4,2.57,37.0
9108,3.4,3.39,37.0
9109,3.4,3.5,37.0
9110,3.4,2.77,37.0
9111,3.4,2.6,37.0
9112,3.4,3.0,37.0
9113,3.4,2.82,39.0
9114,3.4,2.71,39.0
9115,3.4,3.57,39.0
9116,3.4,2.62,39.0
9117,3.4,3.24,39.0
9118,3.4,2.96,39.0
9119,3.4,3.19,39.0
9120,3.4,2.5,39.0
9121,3.4,5.3,39.0
9122,3.4,4.14,39.0
9123,3.4,5.2,39.0
9124,3.4,3.04,39.0
9125,3.4,3.4,39.0
9126,3.4,3.27,39.0
9127,3.4,2.71,39.0
9128,3.4,3.56,41.0
9129,3.4,2.7,41.0
9130,3.4,2.83,41.0
9131,3.4,2.77,41.0
9132,3.4,3.29,41.0
9133,3.4,3.0,41.0
9134,3.4,3.9,41.0
9135,3.4,2.83,41.0
9136,3.4,3.07,41.0
9137,3.4,2.51,41.0
9138,3.4,2.6,41.0
9139,3.4,3.72,41.0
9140,3.4,3.76,41.0
9141,3.4,3.78,41.0
9142,3.4,3.08,41.0
9143,3.4,3.0,41.0
9144,3.4,2.8,41.0
9145,3.4,3.09,41.0
9146,3.4,2.74,41.0
9147,3.4,3.18,41.0
9148,3.4,3.1,41.0
9149,3.4,3.31,41.0
9150,3.4,3.04,43.0
9151,3.4,2.58,43.0
9152,3.4,2.83,43.0
9153,3.4,2.82,43.0
9154,3.4,3.79,43.0
9155,3.4,3.95,43.0
9156,3.4,2.52,43.0
9157,3.4,4.61,43.0
9158,3.4,4.04,43.0
9159,3.4,3.75,43.0
9160,3.4,3.61,43.0
9161,3.4,2.71,43.0
9162,3.4,2.5,43.0
9163,3.4,2.72,43.0
9164,3.4,2.7,43.0
9165,3.4,2.69,43.0
9166,3.4,3.6,43.0
9167,3.4,3.47,43.0
9168,3.4,3.36,43.0
9169,3.4,2.53,45.0
9170,3.4,3.09,45.0
9171,3.4,3.45,45.0
9172,3.4,3.2,45.0
9173,3.4,2.78,45.0
9174,3.4,2.86,45.0
9175,3.4,2.53,45.0
9176,3.4,3.58,45.0
9177,3.4,3.34,45.0
9178,3.4,2.7,45.0
9179,3.4,2.86,45.0
9180,3.4,2.71,45.0
9181,3.4,2.9,45.0
9182,3.4,2.98,45.0
9183,3.4,4.5,47.0
9184,3.4,3.01,47.0
9185,3.4,2.61,47.0
9186,3.4,3.74,47.0
9187,3.4,2.9,47.0
9188,3.4,3.44,47.0
9189,3.4,2.84,47.0
9190,3.4,2.58,47.0
9191,3.4,2.83,47.0
9192,3.4,3.19,47.0
9193,3.4,2.8,47.0
9194,3.4,3.67,49.0
9195,3.4,2.71,49.0
9196,3.4,3.19,49.0
9197,3.4,2.8,49.0
9198,3.4,2.87,49.0
9199,3.4,3.27,49.0
9200,3.4,5.5,49.0
9201,3.4,2.53,49.0
9202,3.4,3.8,49.0
9203,3.4,3.15,49.0
9204,3.4,2.77,49.0
9205,3.4,2.61,49.0
9206,3.4,2.6,51.0
9207,3.4,2.84,51.0
9208,3.4,3.25,51.0
9209,3.4,3.55,51.0
9210,3.4,3.1,51.0
9211,3.4,2.59,51.0
9212,3.4,3.87,51.0
9213,3.4,3.53,51.0
9214,3.4,3.45,51.0
9215,3.4,3.3,51.0
9216,3.4,3.97,51.0
9217,3.4,2.78,51.0
9218,3.4,2.69,51.0
9219,3.4,3.3,51.0
9220,3.4,3.34,51.0
9221,3.4,3.1,51.0
9222,3.4,3.4,51.0
9223,3.4,3.26,53.0
9224,3.4,2.61,53.0
9225,3.4,3.69,53.0
9226,3.4,2.7,53.0
9227,3.4,3.02,53.0
9228,3.4,2.53,53.0
9229,3.4,4.18,53.0
9230,3.4,2.5,53.0
